1.400000000000000000e+01,2.082800000000000011e+02,2.029999999999999805e+00
2.100000000000000000e+01,3.655400000000000205e+02,2.020000000000000018e+00
1.300000000000000000e+01,2.063100000000000023e+02,2.009999999999999787e+00
1.000000000000000000e+01,1.362599999999999909e+02,2.000000000000000000e+00
9.000000000000000000e+00,2.297500000000000000e+02,1.940000000000000391e+00
1.000000000000000000e+01,2.702500000000000000e+02,1.919999999999999929e+00
1.700000000000000000e+01,3.432300000000000182e+02,1.919999999999999929e+00
1.200000000000000000e+01,2.003600000000000136e+02,1.900000000000000355e+00
2.200000000000000000e+01,3.765099999999999909e+02,1.900000000000000355e+00
1.400000000000000000e+01,2.323600000000000136e+02,1.889999999999999680e+00
1.400000000000000000e+01,2.302800000000000011e+02,1.889999999999999680e+00
1.900000000000000000e+01,2.884700000000000273e+02,1.879999999999999893e+00
1.200000000000000000e+01,1.562400000000000091e+02,1.860000000000000320e+00
1.000000000000000000e+01,1.626200000000000045e+02,1.860000000000000320e+00
1.100000000000000000e+01,1.482700000000000102e+02,1.849999999999999645e+00
1.400000000000000000e+01,2.302800000000000011e+02,1.839999999999999858e+00
1.300000000000000000e+01,3.164800000000000182e+02,1.839999999999999858e+00
2.100000000000000000e+01,4.040199999999999818e+02,1.839999999999999858e+00
1.900000000000000000e+01,2.904900000000000091e+02,1.839999999999999858e+00
1.200000000000000000e+01,1.562400000000000091e+02,1.830000000000000071e+00
1.500000000000000000e+01,2.747099999999999795e+02,1.820000000000000284e+00
1.900000000000000000e+01,2.804499999999999886e+02,1.809999999999999609e+00
1.700000000000000000e+01,3.118899999999999864e+02,1.809999999999999609e+00
1.000000000000000000e+01,4.349800000000000182e+02,1.809999999999999609e+00
1.400000000000000000e+01,3.975699999999999932e+02,1.799999999999999822e+00
1.400000000000000000e+01,2.964300000000000068e+02,1.790000000000000036e+00
1.900000000000000000e+01,3.285199999999999818e+02,1.780000000000000249e+00
1.300000000000000000e+01,1.942500000000000000e+02,1.780000000000000249e+00
1.600000000000000000e+01,2.634200000000000159e+02,1.759999999999999787e+00
7.000000000000000000e+00,1.720099999999999909e+02,1.759999999999999787e+00
9.000000000000000000e+00,1.242500000000000000e+02,1.759999999999999787e+00
7.000000000000000000e+00,1.002300000000000040e+02,1.740000000000000213e+00
8.000000000000000000e+00,1.122399999999999949e+02,1.730000000000000426e+00
1.200000000000000000e+01,1.562400000000000091e+02,1.709999999999999964e+00
1.500000000000000000e+01,2.443100000000000023e+02,1.690000000000000391e+00
1.200000000000000000e+01,1.542199999999999989e+02,1.690000000000000391e+00
8.000000000000000000e+00,1.122399999999999949e+02,1.669999999999999929e+00
2.400000000000000000e+01,4.086399999999999864e+02,1.650000000000000355e+00
1.800000000000000000e+01,2.683799999999999955e+02,1.650000000000000355e+00
1.400000000000000000e+01,2.812500000000000000e+02,1.639999999999999680e+00
2.300000000000000000e+01,4.025299999999999727e+02,1.629999999999999893e+00
1.100000000000000000e+01,2.581100000000000136e+02,1.629999999999999893e+00
1.000000000000000000e+01,2.070699999999999932e+02,1.599999999999999645e+00
2.000000000000000000e+01,3.739900000000000091e+02,1.599999999999999645e+00
9.000000000000000000e+00,2.297500000000000000e+02,1.570000000000000284e+00
1.900000000000000000e+01,3.293399999999999750e+02,1.559999999999999609e+00
8.000000000000000000e+00,1.122399999999999949e+02,1.559999999999999609e+00
1.200000000000000000e+01,1.822400000000000091e+02,1.549999999999999822e+00
1.200000000000000000e+01,2.895400000000000205e+02,1.540000000000000036e+00
1.500000000000000000e+01,2.442800000000000011e+02,1.509999999999999787e+00
6.000000000000000000e+00,3.147900000000000205e+02,1.500000000000000000e+00
7.000000000000000000e+00,1.002300000000000040e+02,1.469999999999999751e+00
1.200000000000000000e+01,1.886599999999999966e+02,1.459999999999999964e+00
7.000000000000000000e+00,2.016899999999999977e+02,1.450000000000000178e+00
6.000000000000000000e+00,2.158799999999999955e+02,1.429999999999999716e+00
2.000000000000000000e+01,2.984599999999999795e+02,1.429999999999999716e+00
1.400000000000000000e+01,2.353600000000000136e+02,1.400000000000000355e+00
1.100000000000000000e+01,1.852599999999999909e+02,1.400000000000000355e+00
1.700000000000000000e+01,3.527900000000000205e+02,1.389999999999999680e+00
1.900000000000000000e+01,3.578100000000000023e+02,1.379999999999999893e+00
1.200000000000000000e+01,2.003600000000000136e+02,1.379999999999999893e+00
1.100000000000000000e+01,1.863300000000000125e+02,1.370000000000000107e+00
6.000000000000000000e+00,2.158799999999999955e+02,1.370000000000000107e+00
1.200000000000000000e+01,1.542199999999999989e+02,1.370000000000000107e+00
1.600000000000000000e+01,2.783799999999999955e+02,1.339999999999999858e+00
1.200000000000000000e+01,1.863799999999999955e+02,1.330000000000000071e+00
2.300000000000000000e+01,4.460600000000000023e+02,1.299999999999999822e+00
2.700000000000000000e+01,4.766399999999999864e+02,1.290000000000000036e+00
8.000000000000000000e+00,1.122399999999999949e+02,1.259999999999999787e+00
1.900000000000000000e+01,3.105000000000000000e+02,1.259999999999999787e+00
1.200000000000000000e+01,1.562400000000000091e+02,1.259999999999999787e+00
7.000000000000000000e+00,2.261200000000000045e+02,1.190000000000000391e+00
1.400000000000000000e+01,1.982800000000000011e+02,1.150000000000000355e+00
1.000000000000000000e+01,2.966000000000000227e+02,1.139999999999999680e+00
1.200000000000000000e+01,1.886599999999999966e+02,1.120000000000000107e+00
2.400000000000000000e+01,4.345500000000000114e+02,1.099999999999999645e+00
1.300000000000000000e+01,1.662299999999999898e+02,1.089999999999999858e+00
1.200000000000000000e+01,2.531399999999999864e+02,1.080000000000000071e+00
1.300000000000000000e+01,1.702700000000000102e+02,1.080000000000000071e+00
1.700000000000000000e+01,4.281299999999999955e+02,1.070000000000000284e+00
2.300000000000000000e+01,4.029499999999999886e+02,1.049999999999999822e+00
1.200000000000000000e+01,1.672199999999999989e+02,1.030000000000000249e+00
1.700000000000000000e+01,3.188999999999999773e+02,9.900000000000002132e-01
1.200000000000000000e+01,3.185400000000000205e+02,9.699999999999997513e-01
6.000000000000000000e+00,3.147900000000000205e+02,9.599999999999999645e-01
9.000000000000000000e+00,1.262699999999999960e+02,9.500000000000001776e-01
8.000000000000000000e+00,1.931500000000000057e+02,9.400000000000003908e-01
1.600000000000000000e+01,2.543000000000000114e+02,9.400000000000003908e-01
2.300000000000000000e+01,4.940600000000000023e+02,9.100000000000001421e-01
1.200000000000000000e+01,3.145699999999999932e+02,8.600000000000003197e-01
2.600000000000000000e+01,4.656999999999999886e+02,8.499999999999996447e-01
1.400000000000000000e+01,1.932599999999999909e+02,8.300000000000000711e-01
5.000000000000000000e+00,2.727500000000000000e+02,8.200000000000002842e-01
1.900000000000000000e+01,3.105299999999999727e+02,8.099999999999996092e-01
1.400000000000000000e+01,2.082199999999999989e+02,8.099999999999996092e-01
1.500000000000000000e+01,6.509800000000000182e+02,7.800000000000002487e-01
